Temperature_C,Heart_Rate_BPM,Respiration_Rate,Blood_Oxygen_Percent
-1.5178384748595424,0.09746089176959945,1.4591777756836828,-1.1525031516644872
0.6618142632524173,0.7899826239079184,-0.09326287190381899,-0.6933934230804587
-2.8377096205206573,-0.7681912734032992,0.4889023709414942,0.22482603408759838
1.557897351604854,0.44372175783875895,-0.8694831956975699,-1.3820580159565015
-0.47769754870644093,0.9054029125976383,1.2651226947352452,-0.00472883020441589
1.0979069340878682,-0.017959396920120375,1.0710676137868074,-1.3820580159565015
0.3982399097622814,0.7322724795630585,-0.8694831956975699,-1.611612880248516
0.9703636153813439,0.9631130569424982,-0.8694831956975699,0.22482603408759838
0.7304002184395384,0.9054029125976383,-1.2575933575944453,0.9134906269636413
0.1670812073653546,-1.0567419951275987,0.4889023709414942,-0.46383855878844443
-0.06425525599004978,1.3670840673565174,0.682957451889932,-0.6933934230804587
-2.6376772688413084,1.1939536343219377,-1.0635382766460078,0.22482603408759838
-0.015908967026549793,-0.883611562093019,-0.09326287190381899,-0.922948287372473
0.24069520735573152,0.44372175783875895,1.2651226947352452,-0.922948287372473
-0.7651590211005946,-0.5950608403687195,1.0710676137868074,0.22482603408759838
-1.470050522063168,0.21288118045931928,-1.2575933575944453,0.22482603408759838
-1.3564539327628244,-1.4607130055416182,1.0710676137868074,0.6839357626716269
0.2194204312741195,0.6745623352181985,0.10079220904461875,-1.3820580159565015
0.1280118669966788,-1.633843438576198,0.8770125328383697,-0.6933934230804587
1.339667434082834,1.0208232012873582,-1.0635382766460078,1.1430454912556556
-0.4133415510792725,-1.0567419951275987,-1.6457035194913208,0.9134906269636413
-0.3782470087057113,0.5591420465284788,-1.6457035194913208,-0.6933934230804587
-0.8231186949483823,-0.07566954126498028,1.0710676137868074,0.9134906269636413
0.1162613544437932,0.9054029125976383,-1.0635382766460078,-0.00472883020441589
-0.15189845214072897,1.0208232012873582,1.4591777756836828,1.3726003555476698
0.3162357463163141,1.136243489977078,-0.48137303380069446,-0.00472883020441589
-3.1731782041566676,0.7899826239079184,1.4591777756836828,-0.6933934230804587
0.9587330747215492,-1.4607130055416182,-0.2873179528522567,-0.922948287372473
0.7191543891047548,-1.5184231498864782,-0.09326287190381899,-0.00472883020441589
0.28310285918810685,-0.5950608403687195,-0.6754281147491322,-0.23428369449643016
-1.058517853467036,1.2516637786667977,0.4889023709414942,-0.46383855878844443
0.964261098546018,0.8476927682527783,-1.0635382766460078,1.602155219839684
1.0460053192094416,-1.6915535829210577,0.10079220904461875,0.6839357626716269
1.2987912107101882,-0.47964055167899966,1.0710676137868074,0.6839357626716269
0.6813576819486321,-0.5373506960238595,-0.2873179528522567,-1.611612880248516
-0.022524549242805572,0.9054029125976383,-0.2873179528522567,-0.6933934230804587
1.6286103195618027,0.09746089176959945,0.10079220904461875,-0.46383855878844443
-1.302509771265461,0.5591420465284788,1.4591777756836828,1.3726003555476698
-0.4346623317734961,1.2516637786667977,-0.09326287190381899,-1.611612880248516
0.3997119071942003,-1.6915535829210577,1.4591777756836828,-0.00472883020441589
-0.15298319765538015,-1.576133294231338,-0.6754281147491322,0.22482603408759838
-0.4225002048918791,1.5979246447359572,-0.6754281147491322,1.3726003555476698
0.31626169896870276,0.2705913248041792,1.2651226947352452,0.45438089837961265
0.5960681072467755,1.3093739230116577,0.682957451889932,-1.1525031516644872
-1.5153419828969577,1.713344933425677,-0.8694831956975699,-0.46383855878844443
